ID	Top_Discriminant	Discriminant	Category Lv3	Date	Amount	Num Trans
432	Essentials	d Car_Expenses	h. Car expenses: Repair & Maintenance	10/1/2014	538.99	2
433	Essentials	d Car_Expenses	h. Car expenses: Repair & Maintenance	1/1/2015	2627.45	2
434	Essentials	j Education	j. Day Care	1/1/2010	405.5	2
435	Essentials	j Education	j. Day Care	4/1/2010	1393	5
436	Essentials	j Education	j. Day Care	7/1/2010	1303	5
437	Essentials	j Education	j. Day Care	10/1/2010	1295	6
438	Essentials	j Education	j. Day Care	1/1/2011	1572	6
439	Essentials	j Education	j. Day Care	4/1/2011	960	5
440	Essentials	j Education	j. Day Care	7/1/2011	1861	9
441	Essentials	j Education	j. Day Care	10/1/2011	1483	4
442	Essentials	j Education	j. Day Care	1/1/2012	2027	10
443	Essentials	j Education	j. Day Care	4/1/2012	1412	7
444	Essentials	j Education	j. Day Care	7/1/2012	1486.5	7
445	Essentials	j Education	j. Day Care	10/1/2012	924	4
446	Essentials	j Education	j. Day Care	1/1/2013	832	4
447	Essentials	j Education	j. Day Care	4/1/2013	1958	10
448	Essentials	j Education	j. Day Care	7/1/2013	1542.5	8
449	Essentials	j Education	j. Day Care	10/1/2013	911	5
450	Essentials	j Education	j. Day Care	1/1/2014	895	4
451	Essentials	j Education	j. Day Care	4/1/2014	1465	8
452	Essentials	j Education	j. Day Care	7/1/2014	1403	6
453	Essentials	j Education	j. Day Care	10/1/2014	1466	6
454	Essentials	j Education	j. Day Care	1/1/2015	719	2
455	Essentials	j Education	j. Holiday camps	4/1/2015	836.52	3
456	Essentials	j Education	j. Miscellaneous Education	1/1/2011	248.32	4
462	Essentials	j Education	j. Miscellaneous Education	7/1/2012	183	1
464	Essentials	j Education	j. Miscellaneous Education	1/1/2013	495.23	8
465	Essentials	j Education	j. Miscellaneous Education	4/1/2013	296.95	4
466	Essentials	j Education	j. Miscellaneous Education	7/1/2013	356	5
467	Essentials	j Education	j. Miscellaneous Education	10/1/2013	498	4
468	Essentials	j Education	j. Miscellaneous Education	1/1/2014	589.02	8
469	Essentials	j Education	j. Miscellaneous Education	4/1/2014	531.5	3
470	Essentials	j Education	j. Miscellaneous Education	7/1/2014	427	2
471	Essentials	j Education	j. Miscellaneous Education	10/1/2014	177	1
472	Essentials	j Education	j. Miscellaneous Education	1/1/2015	96.62	1
473	Essentials	j Education	j. Miscellaneous Education	4/1/2015	209	1
474	Essentials	j Education	j. School fees	1/1/2010	866	1
475	Essentials	j Education	j. School fees	4/1/2010	1396	4
476	Essentials	j Education	j. School fees	7/1/2010	866	1
478	Essentials	j Education	j. School fees	1/1/2011	928	1
479	Essentials	j Education	j. School fees	4/1/2011	901	1
480	Essentials	j Education	j. School fees	7/1/2011	946	2
482	Essentials	j Education	j. School fees	1/1/2012	952	1
483	Essentials	j Education	j. School fees	4/1/2012	1418	2
484	Essentials	j Education	j. School fees	7/1/2012	952	1
486	Essentials	j Education	j. School fees	1/1/2013	1096	2
487	Essentials	j Education	j. School fees	4/1/2013	1014	1
488	Essentials	j Education	j. School fees	7/1/2013	1014	1
490	Essentials	j Education	j. School fees	1/1/2014	1058	1
491	Essentials	j Education	j. School fees	4/1/2014	1074	2
492	Essentials	j Education	j. School fees	7/1/2014	1339	3
493	Essentials	j Education	j. School fees	10/1/2014	21	1
494	Essentials	j Education	j. School fees	1/1/2015	531	1
495	Essentials	j Education	j. School fees	4/1/2015	1065	1
496	Essentials	j Education	j. Soccer	1/1/2010	23.74	1
497	Essentials	j Education	j. Soccer	4/1/2010	23.73	2
504	Essentials	j Education	j. Soccer	1/1/2012	160	1
508	Essentials	j Education	j. Soccer	1/1/2013	155	1
512	Essentials	j Education	j. Soccer	1/1/2014	205	1
513	Essentials	j Education	j. Soccer	4/1/2014	14.99	1
514	Essentials	j Education	j. Soccer	7/1/2014	272.88	3
515	Essentials	j Education	j. Soccer	10/1/2014	116.97	1
517	Essentials	j Education	j. Soccer	4/1/2015	434.99	2
518	Essentials	j Education	j. Swimming School	1/1/2010	72	1
519	Essentials	j Education	j. Swimming School	4/1/2010	199.4	3
520	Essentials	j Education	j. Swimming School	7/1/2010	110	1
530	Essentials	j Education	j. Swimming School	1/1/2013	497.5	8
531	Essentials	j Education	j. Swimming School	4/1/2013	237	3
533	Essentials	j Education	j. Swimming School	10/1/2013	320	2
534	Essentials	j Education	j. Swimming School	1/1/2014	160	1
535	Holidays	Holidays	f. Accomodation	1/1/2010	286.8	1
536	Holidays	Holidays	f. Accomodation	4/1/2010	1366.37	6
537	Holidays	Holidays	f. Accomodation	7/1/2010	1136.82	11
539	Holidays	Holidays	f. Accomodation	1/1/2011	2081.71	6
541	Holidays	Holidays	f. Accomodation	7/1/2011	1004.87	5
542	Holidays	Holidays	f. Accomodation	10/1/2011	1899.15	2
543	Holidays	Holidays	f. Accomodation	1/1/2012	2136.19	7
544	Holidays	Holidays	f. Accomodation	4/1/2012	3352	7
545	Holidays	Holidays	f. Accomodation	7/1/2012	838	1
546	Holidays	Holidays	f. Accomodation	10/1/2012	3450.79	10
547	Holidays	Holidays	f. Accomodation	1/1/2013	608.26	3
548	Holidays	Holidays	f. Accomodation	4/1/2013	2296.13	2
549	Holidays	Holidays	f. Accomodation	7/1/2013	497.46	2
550	Holidays	Holidays	f. Accomodation	10/1/2013	1994.72	5
551	Holidays	Holidays	f. Accomodation	1/1/2014	548.1	1
552	Holidays	Holidays	f. Accomodation	4/1/2014	4252.81	7
553	Holidays	Holidays	f. Accomodation	7/1/2014	959.92	6
554	Holidays	Holidays	f. Accomodation	10/1/2014	1598	6
555	Holidays	Holidays	f. Accomodation	1/1/2015	2744.35	4
556	Holidays	Holidays	f. Accomodation	4/1/2015	3558.19	4
557	Holidays	Holidays	f. Car rental	4/1/2010	1059.4	2
558	Holidays	Holidays	f. Car rental	7/1/2010	71.66	1
560	Holidays	Holidays	f. Car rental	1/1/2011	551.35	4
562	Holidays	Holidays	f. Car rental	7/1/2011	390.56	2
565	Holidays	Holidays	f. Car rental	4/1/2012	524.23	2
567	Holidays	Holidays	f. Car rental	10/1/2012	747.95	3
568	Holidays	Holidays	f. Car rental	1/1/2013	1318.31	3
573	Holidays	Holidays	f. Car rental	4/1/2014	220.89	1
574	Holidays	Holidays	f. Car rental	7/1/2014	862.06	1
575	Holidays	Holidays	f. Car rental	10/1/2014	1245.77	2
576	Holidays	Holidays	f. Car rental	1/1/2015	839.56	1
577	Holidays	Holidays	f. Car rental	4/1/2015	200	3
578	Holidays	Holidays	f. Flight tickets & Petrol	1/1/2010	6742.61	6
579	Holidays	Holidays	f. Flight tickets & Petrol	4/1/2010	193.4	3
580	Holidays	Holidays	f. Flight tickets & Petrol	7/1/2010	353.63	1
581	Holidays	Holidays	f. Flight tickets & Petrol	10/1/2010	571.38	1
582	Holidays	Holidays	f. Flight tickets & Petrol	1/1/2011	2489.71	11
584	Holidays	Holidays	f. Flight tickets & Petrol	7/1/2011	661.55	4
585	Holidays	Holidays	f. Flight tickets & Petrol	10/1/2011	662.77	2
586	Holidays	Holidays	f. Flight tickets & Petrol	1/1/2012	1201.24	3
587	Holidays	Holidays	f. Flight tickets & Petrol	4/1/2012	1290	2
588	Holidays	Holidays	f. Flight tickets & Petrol	7/1/2012	7278.79	10
589	Holidays	Holidays	f. Flight tickets & Petrol	10/1/2012	863.87	4
590	Holidays	Holidays	f. Flight tickets & Petrol	1/1/2013	1841.76	17
591	Holidays	Holidays	f. Flight tickets & Petrol	4/1/2013	5334.06	1
592	Holidays	Holidays	f. Flight tickets & Petrol	7/1/2013	808.22	2
593	Holidays	Holidays	f. Flight tickets & Petrol	10/1/2013	688.8	6
594	Holidays	Holidays	f. Flight tickets & Petrol	1/1/2014	1803.59	6
595	Holidays	Holidays	f. Flight tickets & Petrol	4/1/2014	1908.07	3
596	Holidays	Holidays	f. Flight tickets & Petrol	7/1/2014	4654.08	6
597	Holidays	Holidays	f. Flight tickets & Petrol	10/1/2014	412.21	9
598	Holidays	Holidays	f. Flight tickets & Petrol	1/1/2015	2617.69	7
599	Holidays	Holidays	f. Flight tickets & Petrol	4/1/2015	1554.78	4
600	Holidays	Holidays	f. Miscellaneous Holidays	4/1/2010	849.49	16
601	Holidays	Holidays	f. Miscellaneous Holidays	7/1/2010	5124.84	18
602	Holidays	Holidays	f. Miscellaneous Holidays	10/1/2010	263	3
603	Holidays	Holidays	f. Miscellaneous Holidays	1/1/2011	2203.38	22
604	Holidays	Holidays	f. Miscellaneous Holidays	4/1/2011	1515.71	10
605	Holidays	Holidays	f. Miscellaneous Holidays	7/1/2011	5131.52	44
606	Holidays	Holidays	f. Miscellaneous Holidays	10/1/2011	2027.97	8
607	Holidays	Holidays	f. Miscellaneous Holidays	1/1/2012	2767.78	21
608	Holidays	Holidays	f. Miscellaneous Holidays	4/1/2012	2497.19	19
609	Holidays	Holidays	f. Miscellaneous Holidays	7/1/2012	1060.24	4
610	Holidays	Holidays	f. Miscellaneous Holidays	10/1/2012	7102.16	47
611	Holidays	Holidays	f. Miscellaneous Holidays	1/1/2013	2325.23	31
612	Holidays	Holidays	f. Miscellaneous Holidays	4/1/2013	252.45	4
614	Holidays	Holidays	f. Miscellaneous Holidays	10/1/2013	9324.34	68
615	Holidays	Holidays	f. Miscellaneous Holidays	1/1/2014	1399.9	14
616	Holidays	Holidays	f. Miscellaneous Holidays	4/1/2014	2645.42	29
617	Holidays	Holidays	f. Miscellaneous Holidays	7/1/2014	5375.01	36
618	Holidays	Holidays	f. Miscellaneous Holidays	10/1/2014	3215.57	42
619	Holidays	Holidays	f. Miscellaneous Holidays	1/1/2015	5273.3	27
620	Holidays	Holidays	f. Miscellaneous Holidays	4/1/2015	8077.57	26
621	House & Car Loans	House & Car Loans	g. Car expenses: Car Loan	1/1/2010	1704.32	2
622	House & Car Loans	House & Car Loans	g. Car expenses: Car Loan	4/1/2010	2556.48	3
623	House & Car Loans	House & Car Loans	g. Car expenses: Car Loan	7/1/2010	2556.48	3
624	House & Car Loans	House & Car Loans	g. Car expenses: Car Loan	10/1/2010	2556.48	3
625	House & Car Loans	House & Car Loans	g. Car expenses: Car Loan	1/1/2011	2556.48	3
626	House & Car Loans	House & Car Loans	g. Car expenses: Car Loan	4/1/2011	2556.48	3
627	House & Car Loans	House & Car Loans	g. Car expenses: Car Loan	7/1/2011	2556.48	3
628	House & Car Loans	House & Car Loans	g. Car expenses: Car Loan	10/1/2011	2556.48	3
629	House & Car Loans	House & Car Loans	g. Car expenses: Car Loan	1/1/2012	2556.48	3
630	House & Car Loans	House & Car Loans	g. Car expenses: Car Loan	4/1/2012	1704.32	2
631	House & Car Loans	House & Car Loans	g. Car expenses: Car Loan	7/1/2012	2556.48	3
632	House & Car Loans	House & Car Loans	g. Car expenses: Car Loan	10/1/2012	2556.48	3
633	House & Car Loans	House & Car Loans	g. Car expenses: Car Loan	1/1/2013	2556.48	3
634	House & Car Loans	House & Car Loans	g. Car expenses: Car Loan	4/1/2013	2596.92	3
642	House & Car Loans	House & Car Loans	g. Car expenses: Car Loan	4/1/2015	26108.71	3
643	House & Car Loans	House & Car Loans	k. Mortgage Payment	1/1/2010	6885.36	4
644	House & Car Loans	House & Car Loans	k. Mortgage Payment	4/1/2010	10716.06	6
645	House & Car Loans	House & Car Loans	k. Mortgage Payment	7/1/2010	12883.39	7
646	House & Car Loans	House & Car Loans	k. Mortgage Payment	10/1/2010	13233.67	7
647	House & Car Loans	House & Car Loans	k. Mortgage Payment	1/1/2011	11586.96	6
648	House & Car Loans	House & Car Loans	k. Mortgage Payment	4/1/2011	12638.96	8
649	House & Car Loans	House & Car Loans	k. Mortgage Payment	7/1/2011	14685.12	9
650	House & Car Loans	House & Car Loans	k. Mortgage Payment	10/1/2011	13518.12	7
651	House & Car Loans	House & Car Loans	k. Mortgage Payment	1/1/2012	9655.8	5
652	House & Car Loans	House & Car Loans	k. Mortgage Payment	4/1/2012	9565.59	5
653	House & Car Loans	House & Car Loans	k. Mortgage Payment	7/1/2012	12440.66	8
654	House & Car Loans	House & Car Loans	k. Mortgage Payment	10/1/2012	12725.55	7
655	House & Car Loans	House & Car Loans	k. Mortgage Payment	1/1/2013	10605.47	6
656	House & Car Loans	House & Car Loans	k. Mortgage Payment	4/1/2013	10550.15	6
657	House & Car Loans	House & Car Loans	k. Mortgage Payment	7/1/2013	10368.57	6
658	House & Car Loans	House & Car Loans	k. Mortgage Payment	10/1/2013	11923.24	7
659	House & Car Loans	House & Car Loans	k. Mortgage Payment	1/1/2014	10219.92	6
660	House & Car Loans	House & Car Loans	k. Mortgage Payment	4/1/2014	10219.92	6
661	House & Car Loans	House & Car Loans	k. Mortgage Payment	7/1/2014	10219.92	6
662	House & Car Loans	House & Car Loans	k. Mortgage Payment	10/1/2014	11923.24	7
663	House & Car Loans	House & Car Loans	k. Mortgage Payment	1/1/2015	10192.96	6
664	House & Car Loans	House & Car Loans	k. Mortgage Payment	4/1/2015	10680.22	5
665	Moving to Melbourne	Moving to Melbourne	h. Moving to Melbourne	1/1/2015	66872.06	36
666	Moving to Melbourne	Moving to Melbourne	h. Moving to Melbourne	4/1/2015	602255.54	13
667	Non Essentials	Non Essentials	b. Babysitter	4/1/2012	189.95	2
668	Non Essentials	Non Essentials	b. Bank Service Charges	1/1/2010	26	13
669	Non Essentials	Non Essentials	b. Bank Service Charges	4/1/2010	56.56	29
670	Non Essentials	Non Essentials	b. Bank Service Charges	7/1/2010	59.99	33
671	Non Essentials	Non Essentials	b. Bank Service Charges	10/1/2010	33.66	17
672	Non Essentials	Non Essentials	b. Bank Service Charges	1/1/2011	28.62	5
673	Non Essentials	Non Essentials	b. Bank Service Charges	4/1/2011	49.45	19
674	Non Essentials	Non Essentials	b. Bank Service Charges	7/1/2011	59.96	40
675	Non Essentials	Non Essentials	b. Bank Service Charges	10/1/2011	85.29	37
676	Non Essentials	Non Essentials	b. Bank Service Charges	1/1/2012	226.58	71
677	Non Essentials	Non Essentials	b. Bank Service Charges	4/1/2012	486.01	19
678	Non Essentials	Non Essentials	b. Bank Service Charges	7/1/2012	58.26	26
679	Non Essentials	Non Essentials	b. Bank Service Charges	10/1/2012	390.36	97
680	Non Essentials	Non Essentials	b. Bank Service Charges	1/1/2013	158.59	69
681	Non Essentials	Non Essentials	b. Bank Service Charges	4/1/2013	57.02	71
682	Non Essentials	Non Essentials	b. Bank Service Charges	7/1/2013	258.52	44
683	Non Essentials	Non Essentials	b. Bank Service Charges	10/1/2013	347.32	119
684	Non Essentials	Non Essentials	b. Bank Service Charges	1/1/2014	101.08	86
685	Non Essentials	Non Essentials	b. Bank Service Charges	4/1/2014	79.5	92
686	Non Essentials	Non Essentials	b. Bank Service Charges	7/1/2014	168.24	142
687	Non Essentials	Non Essentials	b. Bank Service Charges	10/1/2014	32.77	67
688	Non Essentials	Non Essentials	b. Bank Service Charges	1/1/2015	-4680.82	120
689	Non Essentials	Non Essentials	b. Bank Service Charges	4/1/2015	1640.31	98
690	Non Essentials	Non Essentials	b. Books & Magazines (eBooks)	4/1/2010	290.2	8
691	Non Essentials	Non Essentials	b. Books & Magazines (eBooks)	7/1/2010	210.71	4
692	Non Essentials	Non Essentials	b. Books & Magazines (eBooks)	10/1/2010	151.14	4
693	Non Essentials	Non Essentials	b. Books & Magazines (eBooks)	1/1/2011	140.98	4
694	Non Essentials	Non Essentials	b. Books & Magazines (eBooks)	4/1/2011	137.94	3
695	Non Essentials	Non Essentials	b. Books & Magazines (eBooks)	7/1/2011	54.96	3
696	Non Essentials	Non Essentials	b. Books & Magazines (eBooks)	10/1/2011	81.79	4
697	Non Essentials	Non Essentials	b. Books & Magazines (eBooks)	1/1/2012	35.65	7
698	Non Essentials	Non Essentials	b. Books & Magazines (eBooks)	4/1/2012	183.99	72
699	Non Essentials	Non Essentials	b. Books & Magazines (eBooks)	7/1/2012	139.98	29
700	Non Essentials	Non Essentials	b. Books & Magazines (eBooks)	10/1/2012	1015.68	28
701	Non Essentials	Non Essentials	b. Books & Magazines (eBooks)	1/1/2013	178.37	49
702	Non Essentials	Non Essentials	b. Books & Magazines (eBooks)	4/1/2013	319.55	64
703	Non Essentials	Non Essentials	b. Books & Magazines (eBooks)	7/1/2013	225.03	73
704	Non Essentials	Non Essentials	b. Books & Magazines (eBooks)	10/1/2013	253.35	51
705	Non Essentials	Non Essentials	b. Books & Magazines (eBooks)	1/1/2014	222.46	57
706	Non Essentials	Non Essentials	b. Books & Magazines (eBooks)	4/1/2014	233.13	62
707	Non Essentials	Non Essentials	b. Books & Magazines (eBooks)	7/1/2014	304.67	83
708	Non Essentials	Non Essentials	b. Books & Magazines (eBooks)	10/1/2014	226.9	54
709	Non Essentials	Non Essentials	b. Books & Magazines (eBooks)	1/1/2015	213.53	48
710	Non Essentials	Non Essentials	b. Books & Magazines (eBooks)	4/1/2015	206.57	42
711	Non Essentials	Non Essentials	b. Charity	7/1/2010	70	3
713	Non Essentials	Non Essentials	b. Charity	1/1/2011	55	2
714	Non Essentials	Non Essentials	b. Charity	4/1/2011	20	1
719	Non Essentials	Non Essentials	b. Charity	7/1/2012	140	4
720	Non Essentials	Non Essentials	b. Charity	10/1/2012	90	3
721	Non Essentials	Non Essentials	b. Charity	1/1/2013	117	4
722	Non Essentials	Non Essentials	b. Charity	4/1/2013	90	3
723	Non Essentials	Non Essentials	b. Charity	7/1/2013	145	4
724	Non Essentials	Non Essentials	b. Charity	10/1/2013	105	3
725	Non Essentials	Non Essentials	b. Charity	1/1/2014	105	3
726	Non Essentials	Non Essentials	b. Charity	4/1/2014	208.2	4
727	Non Essentials	Non Essentials	b. Charity	7/1/2014	150	4
728	Non Essentials	Non Essentials	b. Charity	10/1/2014	120	3
729	Non Essentials	Non Essentials	b. Charity	1/1/2015	220	4
730	Non Essentials	Non Essentials	b. Charity	4/1/2015	80	2
731	Non Essentials	Non Essentials	b. Cleaning Lady	1/1/2010	445	6
732	Non Essentials	Non Essentials	b. Cleaning Lady	4/1/2010	375	5
733	Non Essentials	Non Essentials	b. Cleaning Lady	7/1/2010	295	4
734	Non Essentials	Non Essentials	b. Clothing non-essential	1/1/2010	287.89	5
735	Non Essentials	Non Essentials	b. Clothing non-essential	4/1/2010	981.52	11
738	Non Essentials	Non Essentials	b. Clothing non-essential	1/1/2011	292.83	5
739	Non Essentials	Non Essentials	b. Clothing non-essential	4/1/2011	414.65	4
740	Non Essentials	Non Essentials	b. Clothing non-essential	7/1/2011	801.04	3
741	Non Essentials	Non Essentials	b. Clothing non-essential	10/1/2011	730.35	9
742	Non Essentials	Non Essentials	b. Clothing non-essential	1/1/2012	165.99	2
743	Non Essentials	Non Essentials	b. Clothing non-essential	4/1/2012	21.6	1
744	Non Essentials	Non Essentials	b. Clothing non-essential	7/1/2012	393.27	6
745	Non Essentials	Non Essentials	b. Clothing non-essential	10/1/2012	454.48	4
747	Non Essentials	Non Essentials	b. Clothing non-essential	4/1/2013	112.42	2
748	Non Essentials	Non Essentials	b. Clothing non-essential	7/1/2013	211.51	4
749	Non Essentials	Non Essentials	b. Clothing non-essential	10/1/2013	81.46	2
750	Non Essentials	Non Essentials	b. Computer hardware - perso	1/1/2010	790.15	2
751	Non Essentials	Non Essentials	b. Computer hardware - perso	4/1/2010	1264.3	4
752	Non Essentials	Non Essentials	b. Computer hardware - perso	7/1/2010	128.95	2
753	Non Essentials	Non Essentials	b. Computer hardware - perso	10/1/2010	103.95	2
754	Non Essentials	Non Essentials	b. Computer hardware - perso	1/1/2011	30.25	1
755	Non Essentials	Non Essentials	b. Computer hardware - perso	4/1/2011	45	1
756	Non Essentials	Non Essentials	b. Computer hardware - perso	7/1/2011	552	2
757	Non Essentials	Non Essentials	b. Computer hardware - perso	10/1/2011	12	1
758	Non Essentials	Non Essentials	b. Computer hardware - perso	1/1/2012	387	3
759	Non Essentials	Non Essentials	b. Computer hardware - perso	4/1/2012	1242	4
760	Non Essentials	Non Essentials	b. Computer hardware - perso	7/1/2012	149	1
761	Non Essentials	Non Essentials	b. Computer hardware - perso	10/1/2012	838	4
762	Non Essentials	Non Essentials	b. Computer hardware - perso	1/1/2013	10	1
763	Non Essentials	Non Essentials	b. Computer hardware - perso	4/1/2013	172	2
764	Non Essentials	Non Essentials	b. Computer hardware - perso	7/1/2013	1003.99	11
765	Non Essentials	Non Essentials	b. Computer hardware - perso	10/1/2013	40	1
768	Non Essentials	Non Essentials	b. Computer hardware - perso	7/1/2014	43.7	1
769	Non Essentials	Non Essentials	b. Computer hardware - tax return	1/1/2014	316	5
770	Non Essentials	Non Essentials	b. Computer hardware - tax return	4/1/2014	32.03	2
771	Non Essentials	Non Essentials	b. Computer hardware - tax return	7/1/2014	440	1
772	Non Essentials	Non Essentials	b. Computer hardware - tax return	10/1/2014	19	1
773	Non Essentials	Non Essentials	b. Computer hardware - tax return	1/1/2015	46	1
774	Non Essentials	Non Essentials	b. Computer hardware - tax return	4/1/2015	653.91	6
775	Non Essentials	Non Essentials	b. Computer software - perso	4/1/2010	89.81	4
776	Non Essentials	Non Essentials	b. Computer software - perso	7/1/2010	19.06	1
777	Non Essentials	Non Essentials	b. Computer software - perso	10/1/2010	25.01	2
778	Non Essentials	Non Essentials	b. Computer software - perso	1/1/2011	118.03	11
779	Non Essentials	Non Essentials	b. Computer software - perso	4/1/2011	261.24	7
780	Non Essentials	Non Essentials	b. Computer software - perso	7/1/2011	196.58	25
781	Non Essentials	Non Essentials	b. Computer software - perso	10/1/2011	197.53	32
782	Non Essentials	Non Essentials	b. Computer software - perso	1/1/2012	214.87	36
783	Non Essentials	Non Essentials	b. Computer software - perso	4/1/2012	123.61	22
784	Non Essentials	Non Essentials	b. Computer software - perso	7/1/2012	363.53	16
785	Non Essentials	Non Essentials	b. Computer software - perso	10/1/2012	92.08	8
786	Non Essentials	Non Essentials	b. Computer software - perso	1/1/2013	68.11	5
787	Non Essentials	Non Essentials	b. Computer software - perso	4/1/2013	49.42	4
788	Non Essentials	Non Essentials	b. Computer software - perso	7/1/2013	116.11	2
789	Non Essentials	Non Essentials	b. Computer software - perso	10/1/2013	25.9	2
790	Non Essentials	Non Essentials	b. Computer software - perso	1/1/2014	20.85	1
791	Non Essentials	Non Essentials	b. Computer software - perso	4/1/2014	149.89	8
792	Non Essentials	Non Essentials	b. Computer software - perso	7/1/2014	36.06	4
793	Non Essentials	Non Essentials	b. Computer software - perso	10/1/2014	74.74	5
795	Non Essentials	Non Essentials	b. Computer software - perso	4/1/2015	64.7	3
796	Non Essentials	Non Essentials	b. Computer software - tax return	4/1/2014	311.57	3
798	Non Essentials	Non Essentials	b. Computer software - tax return	10/1/2014	180	1
800	Non Essentials	Non Essentials	b. Computer software - tax return	4/1/2015	56.82	1
801	Non Essentials	Non Essentials	b. Eating out & take aways	1/1/2010	269.55	3
802	Non Essentials	Non Essentials	b. Eating out & take aways	4/1/2010	211.9	4
803	Non Essentials	Non Essentials	b. Eating out & take aways	7/1/2010	255.75	6
804	Non Essentials	Non Essentials	b. Eating out & take aways	10/1/2010	435.4	6
805	Non Essentials	Non Essentials	b. Eating out & take aways	1/1/2011	764.45	12
806	Non Essentials	Non Essentials	b. Eating out & take aways	4/1/2011	647.4	9
807	Non Essentials	Non Essentials	b. Eating out & take aways	7/1/2011	344.52	9
808	Non Essentials	Non Essentials	b. Eating out & take aways	10/1/2011	274.85	6
809	Non Essentials	Non Essentials	b. Eating out & take aways	1/1/2012	1495.81	24
810	Non Essentials	Non Essentials	b. Eating out & take aways	4/1/2012	822.4	18
811	Non Essentials	Non Essentials	b. Eating out & take aways	7/1/2012	2442.03	46
812	Non Essentials	Non Essentials	b. Eating out & take aways	10/1/2012	1736.92	33
813	Non Essentials	Non Essentials	b. Eating out & take aways	1/1/2013	1751.4	38
814	Non Essentials	Non Essentials	b. Eating out & take aways	4/1/2013	1241.45	32
815	Non Essentials	Non Essentials	b. Eating out & take aways	7/1/2013	1584.12	42
816	Non Essentials	Non Essentials	b. Eating out & take aways	10/1/2013	796	25
817	Non Essentials	Non Essentials	b. Eating out & take aways	1/1/2014	1436.59	35
818	Non Essentials	Non Essentials	b. Eating out & take aways	4/1/2014	1087.93	28
819	Non Essentials	Non Essentials	b. Eating out & take aways	7/1/2014	1016.65	39
820	Non Essentials	Non Essentials	b. Eating out & take aways	10/1/2014	1959.79	62
821	Non Essentials	Non Essentials	b. Eating out & take aways	1/1/2015	2926.89	82
822	Non Essentials	Non Essentials	b. Eating out & take aways	4/1/2015	2404.29	51
823	Non Essentials	Non Essentials	b. Entertaining @ home	1/1/2011	117.31	2
824	Non Essentials	Non Essentials	b. Entertaining @ home	4/1/2011	29.2	2
837	Non Essentials	Non Essentials	b. Entertaining @ home	7/1/2014	29.9	1
838	Non Essentials	Non Essentials	b. Entertainment - Partying	1/1/2010	335.6	5
839	Non Essentials	Non Essentials	b. Entertainment - Partying	4/1/2010	43.3	2
840	Non Essentials	Non Essentials	b. Entertainment - Partying	7/1/2010	239.27	5
841	Non Essentials	Non Essentials	b. Entertainment - Partying	10/1/2010	65.8	3
842	Non Essentials	Non Essentials	b. Entertainment - Partying	1/1/2011	435.35	9
843	Non Essentials	Non Essentials	b. Entertainment - Partying	4/1/2011	119.7	4
844	Non Essentials	Non Essentials	b. Entertainment - Partying	7/1/2011	71	2
845	Non Essentials	Non Essentials	b. Entertainment - Partying	10/1/2011	124.2	4
846	Non Essentials	Non Essentials	b. Entertainment - Partying	1/1/2012	519	10
847	Non Essentials	Non Essentials	b. Entertainment - Partying	4/1/2012	177.2	5
848	Non Essentials	Non Essentials	b. Entertainment - Partying	7/1/2012	330.35	7
849	Non Essentials	Non Essentials	b. Entertainment - Partying	10/1/2012	259.8	8
850	Non Essentials	Non Essentials	b. Entertainment - Partying	1/1/2013	411.4	9
851	Non Essentials	Non Essentials	b. Entertainment - Partying	4/1/2013	269.25	10
852	Non Essentials	Non Essentials	b. Entertainment - Partying	7/1/2013	777.64	19
853	Non Essentials	Non Essentials	b. Entertainment - Partying	10/1/2013	596.15	14
854	Non Essentials	Non Essentials	b. Entertainment - Partying	1/1/2014	1466.96	24
855	Non Essentials	Non Essentials	b. Entertainment - Partying	4/1/2014	418.01	7
856	Non Essentials	Non Essentials	b. Entertainment - Partying	7/1/2014	490.39	12
857	Non Essentials	Non Essentials	b. Entertainment - Partying	10/1/2014	479.48	10
858	Non Essentials	Non Essentials	b. Entertainment - Partying	1/1/2015	937.83	23
859	Non Essentials	Non Essentials	b. Entertainment - Partying	4/1/2015	525.77	11
860	Non Essentials	Non Essentials	b. Family celebrations	1/1/2010	3263	13
862	Non Essentials	Non Essentials	b. Family celebrations	7/1/2010	430.2	3
863	Non Essentials	Non Essentials	b. Family celebrations	10/1/2010	261.1	4
864	Non Essentials	Non Essentials	b. Family celebrations	1/1/2011	306.5	3
866	Non Essentials	Non Essentials	b. Family celebrations	7/1/2011	243	3
868	Non Essentials	Non Essentials	b. Family celebrations	1/1/2012	226.5	1
869	Non Essentials	Non Essentials	b. Family celebrations	4/1/2012	55	1
870	Non Essentials	Non Essentials	b. Family celebrations	7/1/2012	416.84	6
872	Non Essentials	Non Essentials	b. Family celebrations	1/1/2013	1469.8	4
873	Non Essentials	Non Essentials	b. Family celebrations	4/1/2013	530.2	2
874	Non Essentials	Non Essentials	b. Family celebrations	7/1/2013	838.14	7
878	Non Essentials	Non Essentials	b. Family celebrations	7/1/2014	537.55	8
879	Non Essentials	Non Essentials	b. Family celebrations	10/1/2014	1264.5	3
880	Non Essentials	Non Essentials	b. Gifts	1/1/2010	310.31	3
881	Non Essentials	Non Essentials	b. Gifts	4/1/2010	273.95	7
882	Non Essentials	Non Essentials	b. Gifts	7/1/2010	497.04	6
883	Non Essentials	Non Essentials	b. Gifts	10/1/2010	831.49	7
